classType,defaultPort,serviceName,serviceDescription,entry,source
Port,1078/udp,"avocent-proxy","Avocent Proxy Protocol",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1079/tcp,"asprovatalk","ASPROVATalk",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1079/udp,"asprovatalk","ASPROVATalk",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1080/tcp,"socks","Socks",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1080/udp,"socks","Socks",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1081/tcp,"pvuniwien","PVUNIWIEN",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1081/udp,"pvuniwien","PVUNIWIEN",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1082/tcp,"amt-esd-prot","AMT-ESD-PROT",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1082/udp,"amt-esd-prot","AMT-ESD-PROT",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1083/tcp,"ansoft-lm-1","Anasoft License Manager",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1083/udp,"ansoft-lm-1","Anasoft License Manager",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1084/tcp,"ansoft-lm-2","Anasoft License Manager",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1084/udp,"ansoft-lm-2","Anasoft License Manager",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1085/tcp,"webobjects","Web Objects",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1085/udp,"webobjects","Web Objects",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1086/tcp,"cplscrambler-lg","CPL Scrambler Logging",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1086/udp,"cplscrambler-lg","CPL Scrambler Logging",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1087/tcp,"cplscrambler-in","CPL Scrambler Internal",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1087/udp,"cplscrambler-in","CPL Scrambler Internal",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1088/tcp,"cplscrambler-al","CPL Scrambler Alarm Log",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1088/udp,"cplscrambler-al","CPL Scrambler Alarm Log",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1089/tcp,"ff-annunc","FF Annunciation",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1089/udp,"ff-annunc","FF Annunciation",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1090/tcp,"ff-fms","FF Fieldbus Message Specification",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1090/udp,"ff-fms","FF Fieldbus Message Specification",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1091/tcp,"ff-sm","FF System Management",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1091/udp,"ff-sm","FF System Management",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1092/tcp,"obrpd","Open Business Reporting Protocol",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1092/udp,"obrpd","Open Business Reporting Protocol",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1093/tcp,"proofd","PROOFD",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1093/udp,"proofd","PROOFD",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1094/tcp,"rootd","ROOTD",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1094/udp,"rootd","ROOTD",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1095/tcp,"nicelink","NICELink",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1095/udp,"nicelink","NICELink",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1096/tcp,"cnrprotocol","Common Name Resolution Protocol",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1096/udp,"cnrprotocol","Common Name Resolution Protocol",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1097/tcp,"sunclustermgr","Sun Cluster Manager",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1097/udp,"sunclustermgr","Sun Cluster Manager",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1098/tcp,"rmiactivation","RMI Activation",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1098/udp,"rmiactivation","RMI Activation",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1099/tcp,"rmiregistry","RMI Registry",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1099/udp,"rmiregistry","RMI Registry",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1100/tcp,"mctp","MCTP",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1100/udp,"mctp","MCTP",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1101/tcp,"pt2-discover","PT2-DISCOVER",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1101/udp,"pt2-discover","PT2-DISCOVER",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1102/tcp,"adobeserver-1","ADOBE SERVER 1",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1102/udp,"adobeserver-1","ADOBE SERVER 1",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1103/tcp,"adobeserver-2","ADOBE SERVER 2",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1103/udp,"adobeserver-2","ADOBE SERVER 2",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1104/tcp,"xrl","XRL",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1104/udp,"xrl","XRL",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1105/tcp,"ftranhc","FTRANHC",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1105/udp,"ftranhc","FTRANHC",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1106/tcp,"isoipsigport-1","ISOIPSIGPORT-1",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1106/udp,"isoipsigport-1","ISOIPSIGPORT-1",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1107/tcp,"isoipsigport-2","ISOIPSIGPORT-2",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1107/udp,"isoipsigport-2","ISOIPSIGPORT-2",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1108/tcp,"ratio-adp","ratio-adp",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1108/udp,"ratio-adp","ratio-adp",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1110/tcp,"webadmstart","Start web admin server",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1110/udp,"nfsd-keepalive","Client status info",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1111/tcp,"lmsocialserver","LM Social Server",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1111/udp,"lmsocialserver","LM Social Server",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1112/tcp,"icp","Intelligent Communication Protocol",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1112/udp,"icp","Intelligent Communication Protocol",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1113/tcp,"ltp-deepspace","Licklider Transmission Protocol",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1113/udp,"ltp-deepspace","Licklider Transmission Protocol",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1113/dccp,"ltp-deepspace","Licklider Transmission Protocol",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1114/tcp,"mini-sql","Mini SQL",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1114/udp,"mini-sql","Mini SQL",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1115/tcp,"ardus-trns","ARDUS Transfer",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1115/udp,"ardus-trns","ARDUS Transfer",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1116/tcp,"ardus-cntl","ARDUS Control",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1116/udp,"ardus-cntl","ARDUS Control",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1117/tcp,"ardus-mtrns","ARDUS Multicast Transfer",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1117/udp,"ardus-mtrns","ARDUS Multicast Transfer",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1118/tcp,"sacred","SACRED",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1118/udp,"sacred","SACRED",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1119/tcp,"bnetgame","Battle.net Chat/Game Protocol",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1119/udp,"bnetgame","Battle.net Chat/Game Protocol",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1120/tcp,"bnetfile","Battle.net File Transfer Protocol",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1120/udp,"bnetfile","Battle.net File Transfer Protocol",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1121/tcp,"rmpp","Datalode RMPP",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1121/udp,"rmpp","Datalode RMPP",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1122/tcp,"availant-mgr","availant-mgr",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1122/udp,"availant-mgr","availant-mgr",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1123/tcp,"murray","Murray",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1123/udp,"murray","Murray",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1124/tcp,"hpvmmcontrol","HP VMM Control",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1124/udp,"hpvmmcontrol","HP VMM Control",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1125/tcp,"hpvmmagent","HP VMM Agent",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1125/udp,"hpvmmagent","HP VMM Agent",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1126/tcp,"hpvmmdata","HP VMM Agent",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1126/udp,"hpvmmdata","HP VMM Agent",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1127/tcp,"kwdb-commn","KWDB Remote Communication",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1127/udp,"kwdb-commn","KWDB Remote Communication",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1128/tcp,"saphostctrl","SAPHostControl over SOAP/HTTP",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1128/udp,"saphostctrl","SAPHostControl over SOAP/HTTP",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1129/tcp,"saphostctrls","SAPHostControl over SOAP/HTTPS",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1129/udp,"saphostctrls","SAPHostControl over SOAP/HTTPS",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1130/tcp,"casp","CAC App Service Protocol",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1130/udp,"casp","CAC App Service Protocol",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1131/tcp,"caspssl","CAC App Service Protocol Encripted",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1131/udp,"caspssl","CAC App Service Protocol Encripted",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1132/tcp,"kvm-via-ip","KVM-via-IP Management Service",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1132/udp,"kvm-via-ip","KVM-via-IP Management Service",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1133/tcp,"dfn","Data Flow Network",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1133/udp,"dfn","Data Flow Network",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1134/tcp,"aplx","MicroAPL APLX",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1134/udp,"aplx","MicroAPL APLX",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1135/tcp,"omnivision","OmniVision Communication Service",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1135/udp,"omnivision","OmniVision Communication Service",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1136/tcp,"hhb-gateway","HHB Gateway Control",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1136/udp,"hhb-gateway","HHB Gateway Control",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1137/tcp,"trim","TRIM Workgroup Service",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1137/udp,"trim","TRIM Workgroup Service",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1138/tcp,"encrypted-admin","encrypted admin requests",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1138/tcp,"encrypted_admin","encrypted admin requests",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1138/udp,"encrypted-admin","encrypted admin requests",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1138/udp,"encrypted_admin","encrypted admin requests",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1139/tcp,"evm","Enterprise Virtual Manager",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1139/udp,"evm","Enterprise Virtual Manager",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1140/tcp,"autonoc","AutoNOC Network Operations Protocol",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1140/udp,"autonoc","AutoNOC Network Operations Protocol",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1141/tcp,"mxomss","User Message Service",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1141/udp,"mxomss","User Message Service",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1142/tcp,"edtools","User Discovery Service",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1142/udp,"edtools","User Discovery Service",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1143/tcp,"imyx","Infomatryx Exchange",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1143/udp,"imyx","Infomatryx Exchange",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1144/tcp,"fuscript","Fusion Script",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1144/udp,"fuscript","Fusion Script",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1145/tcp,"x9-icue","X9 iCue Show Control",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1145/udp,"x9-icue","X9 iCue Show Control",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1146/tcp,"audit-transfer","audit transfer",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1146/udp,"audit-transfer","audit transfer",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1147/tcp,"capioverlan","CAPIoverLAN",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1147/udp,"capioverlan","CAPIoverLAN",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1148/tcp,"elfiq-repl","Elfiq Replication Service",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1148/udp,"elfiq-repl","Elfiq Replication Service",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1149/tcp,"bvtsonar","BlueView Sonar Service",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1149/udp,"bvtsonar","BlueView Sonar Service",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1150/tcp,"blaze","Blaze File Server",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1150/udp,"blaze","Blaze File Server",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1151/tcp,"unizensus","Unizensus Login Server",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1151/udp,"unizensus","Unizensus Login Server",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1152/tcp,"winpoplanmess","Winpopup LAN Messenger",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1152/udp,"winpoplanmess","Winpopup LAN Messenger",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1153/tcp,"c1222-acse","ANSI C12.22 Port",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1153/udp,"c1222-acse","ANSI C12.22 Port",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1154/tcp,"resacommunity","Community Service",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1154/udp,"resacommunity","Community Service",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1155/tcp,"nfa","Network File Access",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1155/udp,"nfa","Network File Access",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1156/tcp,"iascontrol-oms","iasControl OMS",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1156/udp,"iascontrol-oms","iasControl OMS",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1157/tcp,"iascontrol","Oracle iASControl",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1157/udp,"iascontrol","Oracle iASControl",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1158/tcp,"dbcontrol-oms","dbControl OMS",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1158/udp,"dbcontrol-oms","dbControl OMS",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1159/tcp,"oracle-oms","Oracle OMS",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1159/udp,"oracle-oms","Oracle OMS",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1160/tcp,"olsv","DB Lite Mult-User Server",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1160/udp,"olsv","DB Lite Mult-User Server",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1161/tcp,"health-polling","Health Polling",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1161/udp,"health-polling","Health Polling",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1162/tcp,"health-trap","Health Trap",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1162/udp,"health-trap","Health Trap",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1163/tcp,"sddp","SmartDialer Data Protocol",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1163/udp,"sddp","SmartDialer Data Protocol",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1164/tcp,"qsm-proxy","QSM Proxy Service",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1164/udp,"qsm-proxy","QSM Proxy Service",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1165/tcp,"qsm-gui","QSM GUI Service",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1165/udp,"qsm-gui","QSM GUI Service",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1166/tcp,"qsm-remote","QSM RemoteExec",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1166/udp,"qsm-remote","QSM RemoteExec",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1167/tcp,"cisco-ipsla","Cisco IP SLAs Control Protocol",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1167/udp,"cisco-ipsla","Cisco IP SLAs Control Protocol",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1167/sctp,"cisco-ipsla","Cisco IP SLAs Control Protocol",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1168/tcp,"vchat","VChat Conference Service",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1168/udp,"vchat","VChat Conference Service",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1169/tcp,"tripwire","TRIPWIRE",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1169/udp,"tripwire","TRIPWIRE",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1170/tcp,"atc-lm","AT+C License Manager",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1170/udp,"atc-lm","AT+C License Manager",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1171/tcp,"atc-appserver","AT+C FmiApplicationServer",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1171/udp,"atc-appserver","AT+C FmiApplicationServer",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1172/tcp,"dnap","DNA Protocol",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1172/udp,"dnap","DNA Protocol",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1173/tcp,"d-cinema-rrp","D-Cinema Request-Response",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1173/udp,"d-cinema-rrp","D-Cinema Request-Response",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1174/tcp,"fnet-remote-ui","FlashNet Remote Admin",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1174/udp,"fnet-remote-ui","FlashNet Remote Admin",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1175/tcp,"dossier","Dossier Server",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1175/udp,"dossier","Dossier Server",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1176/tcp,"indigo-server","Indigo Home Server",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1176/udp,"indigo-server","Indigo Home Server",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1177/tcp,"dkmessenger","DKMessenger Protocol",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1177/udp,"dkmessenger","DKMessenger Protocol",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1178/tcp,"sgi-storman","SGI Storage Manager",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1178/udp,"sgi-storman","SGI Storage Manager",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1179/tcp,"b2n","Backup To Neighbor",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1179/udp,"b2n","Backup To Neighbor",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1180/tcp,"mc-client","Millicent Client Proxy",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1180/udp,"mc-client","Millicent Client Proxy",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1181/tcp,"3comnetman","3Com Net Management",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1181/udp,"3comnetman","3Com Net Management",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1182/tcp,"accelenet","AcceleNet Control",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1182/udp,"accelenet-data","AcceleNet Data",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,1183/tcp,"llsurfup-http","LL Surfup HTTP",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
