classType,defaultPort,serviceName,serviceDescription,entry,source
Port,2465/udp,"lbm","Load Balance Management",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2466/tcp,"lbf","Load Balance Forwarding",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2466/udp,"lbf","Load Balance Forwarding",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2467/tcp,"high-criteria","High Criteria",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2467/udp,"high-criteria","High Criteria",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2468/tcp,"qip-msgd","qip_msgd",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2468/udp,"qip-msgd","qip_msgd",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2469/tcp,"mti-tcs-comm","MTI-TCS-COMM",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2469/udp,"mti-tcs-comm","MTI-TCS-COMM",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2470/tcp,"taskman-port","taskman port",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2470/udp,"taskman-port","taskman port",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2471/tcp,"seaodbc","SeaODBC",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2471/udp,"seaodbc","SeaODBC",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2472/tcp,"c3","C3",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2472/udp,"c3","C3",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2473/tcp,"aker-cdp","Aker-cdp",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2473/udp,"aker-cdp","Aker-cdp",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2474/tcp,"vitalanalysis","Vital Analysis",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2474/udp,"vitalanalysis","Vital Analysis",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2475/tcp,"ace-server","ACE Server",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2475/udp,"ace-server","ACE Server",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2476/tcp,"ace-svr-prop","ACE Server Propagation",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2476/udp,"ace-svr-prop","ACE Server Propagation",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2477/tcp,"ssm-cvs","SecurSight Certificate Valifation Service",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2477/udp,"ssm-cvs","SecurSight Certificate Valifation Service",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2478/tcp,"ssm-cssps","SecurSight Authentication Server (SSL)",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2478/udp,"ssm-cssps","SecurSight Authentication Server (SSL)",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2479/tcp,"ssm-els","SecurSight Event Logging Server (SSL)",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2479/udp,"ssm-els","SecurSight Event Logging Server (SSL)",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2480/tcp,"powerexchange","Informatica PowerExchange Listener",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2480/udp,"powerexchange","Informatica PowerExchange Listener",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2481/tcp,"giop","Oracle GIOP",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2481/udp,"giop","Oracle GIOP",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2482/tcp,"giop-ssl","Oracle GIOP SSL",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2482/udp,"giop-ssl","Oracle GIOP SSL",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2483/tcp,"ttc","Oracle TTC",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2483/udp,"ttc","Oracle TTC",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2484/tcp,"ttc-ssl","Oracle TTC SSL",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2484/udp,"ttc-ssl","Oracle TTC SSL",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2485/tcp,"netobjects1","Net Objects1",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2485/udp,"netobjects1","Net Objects1",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2486/tcp,"netobjects2","Net Objects2",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2486/udp,"netobjects2","Net Objects2",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2487/tcp,"pns","Policy Notice Service",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2487/udp,"pns","Policy Notice Service",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2488/tcp,"moy-corp","Moy Corporation",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2488/udp,"moy-corp","Moy Corporation",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2489/tcp,"tsilb","TSILB",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2489/udp,"tsilb","TSILB",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2490/tcp,"qip-qdhcp","qip_qdhcp",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2490/udp,"qip-qdhcp","qip_qdhcp",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2491/tcp,"conclave-cpp","Conclave CPP",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2491/udp,"conclave-cpp","Conclave CPP",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2492/tcp,"groove","GROOVE",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2492/udp,"groove","GROOVE",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2493/tcp,"talarian-mqs","Talarian MQS",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2493/udp,"talarian-mqs","Talarian MQS",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2494/tcp,"bmc-ar","BMC AR",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2494/udp,"bmc-ar","BMC AR",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2495/tcp,"fast-rem-serv","Fast Remote Services",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2495/udp,"fast-rem-serv","Fast Remote Services",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2496/tcp,"dirgis","DIRGIS",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2496/udp,"dirgis","DIRGIS",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2497/tcp,"quaddb","Quad DB",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2497/udp,"quaddb","Quad DB",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2498/tcp,"odn-castraq","ODN-CasTraq",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2498/udp,"odn-castraq","ODN-CasTraq",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2499/tcp,"unicontrol","UniControl",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2499/udp,"unicontrol","UniControl",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2500/tcp,"rtsserv","Resource Tracking system server",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2500/udp,"rtsserv","Resource Tracking system server",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2501/tcp,"rtsclient","Resource Tracking system client",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2501/udp,"rtsclient","Resource Tracking system client",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2502/tcp,"kentrox-prot","Kentrox Protocol",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2502/udp,"kentrox-prot","Kentrox Protocol",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2503/tcp,"nms-dpnss","NMS-DPNSS",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2503/udp,"nms-dpnss","NMS-DPNSS",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2504/tcp,"wlbs","WLBS",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2504/udp,"wlbs","WLBS",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2505/tcp,"ppcontrol","PowerPlay Control",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2505/udp,"ppcontrol","PowerPlay Control",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2506/tcp,"jbroker","jbroker",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2506/udp,"jbroker","jbroker",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2507/tcp,"spock","spock",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2507/udp,"spock","spock",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2508/tcp,"jdatastore","JDataStore",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2508/udp,"jdatastore","JDataStore",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2509/tcp,"fjmpss","fjmpss",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2509/udp,"fjmpss","fjmpss",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2510/tcp,"fjappmgrbulk","fjappmgrbulk",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2510/udp,"fjappmgrbulk","fjappmgrbulk",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2511/tcp,"metastorm","Metastorm",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2511/udp,"metastorm","Metastorm",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2512/tcp,"citrixima","Citrix IMA",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2512/udp,"citrixima","Citrix IMA",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2513/tcp,"citrixadmin","Citrix ADMIN",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2513/udp,"citrixadmin","Citrix ADMIN",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2514/tcp,"facsys-ntp","Facsys NTP",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2514/udp,"facsys-ntp","Facsys NTP",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2515/tcp,"facsys-router","Facsys Router",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2515/udp,"facsys-router","Facsys Router",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2516/tcp,"maincontrol","Main Control",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2516/udp,"maincontrol","Main Control",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2517/tcp,"call-sig-trans","H.323 Annex E Call Control Signalling Transport",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2517/udp,"call-sig-trans","H.323 Annex E Call Control Signalling Transport",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2518/tcp,"willy","Willy",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2518/udp,"willy","Willy",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2519/tcp,"globmsgsvc","globmsgsvc",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2519/udp,"globmsgsvc","globmsgsvc",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2520/tcp,"pvsw","Pervasive Listener",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2520/udp,"pvsw","Pervasive Listener",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2521/tcp,"adaptecmgr","Adaptec Manager",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2521/udp,"adaptecmgr","Adaptec Manager",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2522/tcp,"windb","WinDb",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2522/udp,"windb","WinDb",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2523/tcp,"qke-llc-v3","Qke LLC V.3",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2523/udp,"qke-llc-v3","Qke LLC V.3",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2524/tcp,"optiwave-lm","Optiwave License Management",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2524/udp,"optiwave-lm","Optiwave License Management",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2525/tcp,"ms-v-worlds","MS V-Worlds",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2525/udp,"ms-v-worlds","MS V-Worlds",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2526/tcp,"ema-sent-lm","EMA License Manager",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2526/udp,"ema-sent-lm","EMA License Manager",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2527/tcp,"iqserver","IQ Server",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2527/udp,"iqserver","IQ Server",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2528/tcp,"ncr-ccl","NCR CCL",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2528/tcp,"ncr_ccl","NCR CCL",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2528/udp,"ncr-ccl","NCR CCL",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2528/udp,"ncr_ccl","NCR CCL",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2529/tcp,"utsftp","UTS FTP",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2529/udp,"utsftp","UTS FTP",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2530/tcp,"vrcommerce","VR Commerce",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2530/udp,"vrcommerce","VR Commerce",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2531/tcp,"ito-e-gui","ITO-E GUI",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2531/udp,"ito-e-gui","ITO-E GUI",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2532/tcp,"ovtopmd","OVTOPMD",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2532/udp,"ovtopmd","OVTOPMD",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2533/tcp,"snifferserver","SnifferServer",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2533/udp,"snifferserver","SnifferServer",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2534/tcp,"combox-web-acc","Combox Web Access",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2534/udp,"combox-web-acc","Combox Web Access",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2535/tcp,"madcap","MADCAP",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2535/udp,"madcap","MADCAP",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2536/tcp,"btpp2audctr1","btpp2audctr1",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2536/udp,"btpp2audctr1","btpp2audctr1",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2537/tcp,"upgrade","Upgrade Protocol",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2537/udp,"upgrade","Upgrade Protocol",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2538/tcp,"vnwk-prapi","vnwk-prapi",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2538/udp,"vnwk-prapi","vnwk-prapi",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2539/tcp,"vsiadmin","VSI Admin",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2539/udp,"vsiadmin","VSI Admin",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2540/tcp,"lonworks","LonWorks",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2540/udp,"lonworks","LonWorks",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2541/tcp,"lonworks2","LonWorks2",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2541/udp,"lonworks2","LonWorks2",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2542/tcp,"udrawgraph","uDraw(Graph)",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2542/udp,"udrawgraph","uDraw(Graph)",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2543/tcp,"reftek","REFTEK",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2543/udp,"reftek","REFTEK",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2544/tcp,"novell-zen","Management Daemon Refresh",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2544/udp,"novell-zen","Management Daemon Refresh",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2545/tcp,"sis-emt","sis-emt",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2545/udp,"sis-emt","sis-emt",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2546/tcp,"vytalvaultbrtp","vytalvaultbrtp",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2546/udp,"vytalvaultbrtp","vytalvaultbrtp",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2547/tcp,"vytalvaultvsmp","vytalvaultvsmp",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2547/udp,"vytalvaultvsmp","vytalvaultvsmp",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2548/tcp,"vytalvaultpipe","vytalvaultpipe",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2548/udp,"vytalvaultpipe","vytalvaultpipe",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2549/tcp,"ipass","IPASS",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2549/udp,"ipass","IPASS",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2550/tcp,"ads","ADS",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2550/udp,"ads","ADS",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2551/tcp,"isg-uda-server","ISG UDA Server",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2551/udp,"isg-uda-server","ISG UDA Server",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2552/tcp,"call-logging","Call Logging",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2552/udp,"call-logging","Call Logging",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2553/tcp,"efidiningport","efidiningport",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2553/udp,"efidiningport","efidiningport",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2554/tcp,"vcnet-link-v10","VCnet-Link v10",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2554/udp,"vcnet-link-v10","VCnet-Link v10",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2555/tcp,"compaq-wcp","Compaq WCP",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2555/udp,"compaq-wcp","Compaq WCP",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2556/tcp,"nicetec-nmsvc","nicetec-nmsvc",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2556/udp,"nicetec-nmsvc","nicetec-nmsvc",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2557/tcp,"nicetec-mgmt","nicetec-mgmt",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2557/udp,"nicetec-mgmt","nicetec-mgmt",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2558/tcp,"pclemultimedia","PCLE Multi Media",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2558/udp,"pclemultimedia","PCLE Multi Media",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2559/tcp,"lstp","LSTP",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2559/udp,"lstp","LSTP",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2560/tcp,"labrat","labrat",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2560/udp,"labrat","labrat",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2561/tcp,"mosaixcc","MosaixCC",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2561/udp,"mosaixcc","MosaixCC",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2562/tcp,"delibo","Delibo",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2562/udp,"delibo","Delibo",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2563/tcp,"cti-redwood","CTI Redwood",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2563/udp,"cti-redwood","CTI Redwood",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2564/tcp,"hp-3000-telnet","HP 3000 NS/VT block mode telnet",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2564/udp,"hp-3000-telnet","HP 3000 NS/VT block mode telnet",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2565/tcp,"coord-svr","Coordinator Server",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2565/udp,"coord-svr","Coordinator Server",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2566/tcp,"pcs-pcw","pcs-pcw",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2566/udp,"pcs-pcw","pcs-pcw",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2567/tcp,"clp","Cisco Line Protocol",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2567/udp,"clp","Cisco Line Protocol",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2568/tcp,"spamtrap","SPAM TRAP",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2568/udp,"spamtrap","SPAM TRAP",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2569/tcp,"sonuscallsig","Sonus Call Signal",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2569/udp,"sonuscallsig","Sonus Call Signal",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2570/tcp,"hs-port","HS Port",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2570/udp,"hs-port","HS Port",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2571/tcp,"cecsvc","CECSVC",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2571/udp,"cecsvc","CECSVC",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2572/tcp,"ibp","IBP",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
Port,2572/udp,"ibp","IBP",manual,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml
